MaTin,ThanhPho,QuanHuyen,PhuongXa,DuAn,LoaiHinh,TinhTrang,DienTich_m2,SoPhongNgu,SoWC,HuongBanCong,Tang,NamBanGiao,PhapLy,NoiThat,GiaTyVND,GiaTrieu_m2,PhiQuanLyNghin_m2,ChoDoXe,GanMetro,HoBoi,PhongGym,NoiBat,NgayDangTin,GhiChuNguon
HN0287,Hà Nội,Hoàng Mai,Lĩnh Nam,FLC Residence,Chung cư,Chuyển nhượng,83.9,3,3,Đông,16,2021,Sổ hồng lâu dài,Cơ bản,4.29,51.1,23.7,Ô tô + xe máy,Không,Có,Không,Gần trường quốc tế,2025-11-14,Dữ liệu tổng hợp mô phỏng
HN0288,Hà Nội,Hà Đông,Kiến Hưng,Seasons Avenue,Chung cư,Chuyển nhượng,48.6,1,1,Đông,33,2024,Sổ hồng lâu dài,Cơ bản,2.59,53.3,25.1,Ô tô + xe máy,Có,Có,Có,Gần công viên,2025-10-20,Dữ liệu tổng hợp mô phỏng
HN0289,Hà Nội,Hà Đông,Phú La,The Pride,Chung cư,Chuyển nhượng,119.3,3,3,Tây,14,2024,Sổ hồng lâu dài,Cơ bản,6.5,54.5,14.9,Xe máy,Không,Có,Có,Tầng trung đẹp,2025-11-22,Dữ liệu tổng hợp mô phỏng
HN0290,Hà Nội,Hoàng Mai,Tân Mai,New Horizon City,Chung cư,Chuyển nhượng,82.5,3,3,Bắc,6,2013,Sổ hồng lâu dài,Cơ bản,4.1,49.7,19.7,Xe máy,Không,Không,Có,Ban công rộng,2026-02-07,Dữ liệu tổng hợp mô phỏng
HN0291,Hà Nội,Long Biên,Gia Thụy,MHDI Garden,Chung cư,Chuyển nhượng,81.9,2,2,Bắc,35,2022,Sổ hồng lâu dài,Nhà thô,4.25,51.9,16.5,Ô tô + xe máy,Không,Không,Có,Ban công rộng,2025-10-19,Dữ liệu tổng hợp mô phỏng
HN0292,Hà Nội,Tây Hồ,Bưởi,D'. El Dorado,Chung cư,Đang bán,45.8,1,1,Đông,14,2016,Sổ hồng lâu dài,Full nội thất,4.59,100.1,11.7,Không rõ,Có,Có,Có,Gần trường quốc tế,2025-12-09,Dữ liệu tổng hợp mô phỏng
HN0293,Hà Nội,Nam Từ Liêm,Mỹ Đình 1,Mỹ Đình Pearl,Chung cư,Chuyển nhượng,54.0,1,1,Đông,36,2022,HĐMB,Cơ bản,4.81,89.0,17.9,Ô tô + xe máy,Không,Không,Có,Căn góc,2026-02-10,Dữ liệu tổng hợp mô phỏng
HN0294,Hà Nội,Cầu Giấy,Yên Hòa,Discovery Complex,Chung cư,Đang bán,60.0,2,2,Đông,13,2023,HĐMB,Nội thất cao cấp,4.4,73.3,22.3,Ô tô + xe máy,Có,Không,Có,Gần công viên,2026-02-02,Dữ liệu tổng hợp mô phỏng
HN0295,Hà Nội,Hai Bà Trưng,Minh Khai,MHDI City,Chung cư,Đang bán,47.0,1,1,Tây Bắc,13,2020,Sổ hồng lâu dài,Full nội thất,4.28,91.1,16.2,Ô tô + xe máy,Có,Không,Không,Ban công rộng,2025-10-26,Dữ liệu tổng hợp mô phỏng
HN0296,Hà Nội,Hà Đông,Kiến Hưng,HPC Landmark 105,Chung cư,Đang bán,116.0,3,3,Bắc,24,2023,HĐMB,Full nội thất,5.53,47.7,8.4,Xe máy,Có,Có,Có,Tầng trung đẹp,2025-10-27,Dữ liệu tổng hợp mô phỏng
HN0297,Hà Nội,Long Biên,Ngọc Lâm,Imperia Residence,Chung cư,Đang bán,57.5,2,2,Đông Nam,31,2022,Sổ hồng lâu dài,Cơ bản,3.21,55.8,25.0,Không rõ,Không,Có,Không,Ban công rộng,2026-01-01,Dữ liệu tổng hợp mô phỏng
HN0298,Hà Nội,Nam Từ Liêm,Mễ Trì,HD Mon City,Chung cư,Đang bán,207.4,4,2,Đông Bắc,16,2023,Sổ hồng lâu dài,Cơ bản,17.84,86.0,24.2,Xe máy,Không,Không,Có,Gần trường quốc tế,2026-02-15,Dữ liệu tổng hợp mô phỏng
HN0299,Hà Nội,Ba Đình,Vĩnh Phúc,Grandeur Palace,Chung cư,Chuyển nhượng,84.0,3,3,Bắc,20,2018,Đang chờ sổ,Full nội thất,8.48,101.0,23.0,Ô tô + xe máy,Không,Không,Có,Tầng trung đẹp,2026-01-22,Dữ liệu tổng hợp mô phỏng
HN0300,Hà Nội,Ba Đình,Cống Vị,EcoLife Vista,Chung cư,Chuyển nhượng,44.0,1,1,Tây Bắc,33,2013,Sổ hồng lâu dài,Full nội thất,5.55,126.2,13.0,Không rõ,Có,Không,Có,Tầng trung đẹp,2025-12-19,Dữ liệu tổng hợp mô phỏng
HN0301,Hà Nội,Hà Đông,Mộ Lao,Anland Lake View,Chung cư,Đang bán,77.0,2,2,Bắc,4,2025,Sổ hồng lâu dài,Cơ bản,3.85,50.0,14.4,Ô tô + xe máy,Không,Có,Không,View nội khu yên tĩnh,2026-01-25,Dữ liệu tổng hợp mô phỏng
HN0302,Hà Nội,Long Biên,Gia Thụy,Imperia Heights,Chung cư,Chuyển nhượng,106.9,3,2,Tây Nam,37,2017,Sổ hồng lâu dài,Cơ bản,6.2,58.0,20.4,Ô tô + xe máy,Không,Không,Có,Gần tuyến metro,2026-01-27,Dữ liệu tổng hợp mô phỏng
HN0303,Hà Nội,Nam Từ Liêm,Mỹ Đình 2,Mỹ Đình Pearl,Chung cư,Cần bán gấp,41.1,1,1,Đông Bắc,17,2025,Sổ hồng lâu dài,Cơ bản,3.38,82.1,17.9,Ô tô riêng,Có,Có,Có,Gần trường quốc tế,2026-04-05,Dữ liệu tổng hợp mô phỏng
HN0304,Hà Nội,Cầu Giấy,Mai Dịch,Central Field,Chung cư,Đang bán,106.9,3,3,Tây Nam,14,2023,Sổ hồng lâu dài,Cơ bản,9.0,84.2,20.4,Ô tô + xe máy,Có,Không,Có,View sông thoáng,2026-03-21,Dữ liệu tổng hợp mô phỏng
HN0305,Hà Nội,Ba Đình,Cống Vị,Imperia Park,Chung cư,Đang bán,51.2,1,1,Nam,40,2012,Sổ hồng lâu dài,Full nội thất,5.72,111.7,18.8,Xe máy,Có,Có,Có,Gần trường quốc tế,2026-01-28,Dữ liệu tổng hợp mô phỏng
HN0306,Hà Nội,Tây Hồ,Xuân La,Sunshine Riverside,Chung cư,Cần bán gấp,57.1,2,2,Nam,40,2024,Sổ hồng lâu dài,Nội thất cao cấp,5.21,91.4,9.8,Ô tô + xe máy,Không,Không,Có,Tầng trung đẹp,2026-02-21,Dữ liệu tổng hợp mô phỏng
HN0307,Hà Nội,Tây Hồ,Bưởi,D'. El Dorado,Chung cư,Chuyển nhượng,70.4,2,2,Bắc,29,2013,Sổ hồng lâu dài,Cơ bản,7.76,110.2,13.2,Xe máy,Có,Có,Có,Gần công viên,2025-11-07,Dữ liệu tổng hợp mô phỏng
HN0308,Hà Nội,Hoàng Mai,Tân Mai,Gelexia Riverside,Chung cư,Đang bán,162.8,4,2,Đông Bắc,33,2022,Sổ hồng lâu dài,Cơ bản,9.73,59.8,10.1,Ô tô + xe máy,Không,Không,Có,Gần trường quốc tế,2026-03-24,Dữ liệu tổng hợp mô phỏng
HN0309,Hà Nội,Cầu Giấy,Mai Dịch,Home City,Chung cư,Cho thuê mua,54.8,1,1,Tây Bắc,34,2016,Đang chờ sổ,Nội thất cao cấp,4.69,85.6,14.4,Xe máy,Không,Không,Có,Gần trường quốc tế,2025-12-14,Dữ liệu tổng hợp mô phỏng
HN0310,Hà Nội,Thanh Xuân,Khương Đình,Royal City,Chung cư,Đang bán,52.8,1,1,Tây Bắc,7,2019,HĐMB,Full nội thất,4.08,77.3,19.2,Ô tô + xe máy,Có,Không,Không,Gần công viên,2026-02-17,Dữ liệu tổng hợp mô phỏng
HN0311,Hà Nội,Thanh Xuân,Thanh Xuân Trung,Royal City,Chung cư,Đang bán,80.8,2,2,Nam,37,2012,Đang chờ sổ,Cơ bản,4.87,60.3,13.7,Ô tô + xe máy,Không,Có,Có,Căn góc,2025-10-11,Dữ liệu tổng hợp mô phỏng
HN0312,Hà Nội,Nam Từ Liêm,Phú Đô,HD Mon City,Chung cư,Chuyển nhượng,58.3,2,2,Đông,34,2022,Sổ hồng lâu dài,Full nội thất,4.63,79.4,12.7,Xe máy,Không,Có,Không,Căn góc,2026-01-17,Dữ liệu tổng hợp mô phỏng
HN0313,Hà Nội,Cầu Giấy,Yên Hòa,Discovery Complex,Chung cư,Đang bán,77.3,2,2,Đông,4,2024,Sổ hồng lâu dài,Cơ bản,6.21,80.3,14.3,Xe máy,Có,Có,Có,View sông thoáng,2026-01-21,Dữ liệu tổng hợp mô phỏng
HN0314,Hà Nội,Thanh Xuân,Nhân Chính,The Legend,Chung cư,Chuyển nhượng,80.9,2,2,Nam,39,2020,Sổ hồng lâu dài,Nội thất cao cấp,5.25,64.9,14.8,Ô tô + xe máy,Không,Không,Có,Gần trung tâm thương mại,2026-01-13,Dữ liệu tổng hợp mô phỏng
HN0315,Hà Nội,Hoàng Mai,Tân Mai,The Zen Residence,Chung cư,Đang bán,140.2,4,2,Tây,37,2015,Sổ hồng lâu dài,Cơ bản,8.44,60.2,9.7,Ô tô riêng,Có,Có,Có,Gần tuyến metro,2025-12-09,Dữ liệu tổng hợp mô phỏng
HN0316,Hà Nội,Hoàng Mai,Tân Mai,MHDI Heights,Chung cư,Chuyển nhượng,64.0,2,2,Đông Nam,37,2017,Sổ hồng lâu dài,Nhà thô,3.28,51.2,11.3,Ô tô + xe máy,Không,Không,Có,Gần trung tâm thương mại,2025-10-22,Dữ liệu tổng hợp mô phỏng
HN0317,Hà Nội,Hà Đông,Kiến Hưng,Mulberry Lane,Chung cư,Đang bán,118.4,3,3,Nam,39,2023,Sổ hồng lâu dài,Cơ bản,6.07,51.3,13.4,Ô tô + xe máy,Có,Không,Có,Gần trung tâm thương mại,2025-12-25,Dữ liệu tổng hợp mô phỏng
HN0318,Hà Nội,Nam Từ Liêm,Trung Văn,Mỹ Đình Pearl,Chung cư,Cho thuê mua,62.2,2,2,Nam,12,2015,Sổ hồng lâu dài,Cơ bản,3.75,60.4,25.8,Ô tô + xe máy,Không,Có,Có,View nội khu yên tĩnh,2026-02-02,Dữ liệu tổng hợp mô phỏng
HN0319,Hà Nội,Hoàng Mai,Đại Kim,Sunshine Palace,Chung cư,Đang bán,168.6,4,2,Tây,6,2025,Sổ hồng 50 năm,Nội thất cao cấp,9.79,58.1,20.1,Ô tô riêng,Không,Không,Không,Gần trung tâm thương mại,2026-03-12,Dữ liệu tổng hợp mô phỏng
HN0320,Hà Nội,Thanh Xuân,Thanh Xuân Trung,King Palace,Chung cư,Cần bán gấp,213.2,4,3,Đông,34,2026,HĐMB,Nhà thô,14.79,69.4,21.4,Không rõ,Có,Có,Có,Căn góc,2025-12-18,Dữ liệu tổng hợp mô phỏng
HN0321,Hà Nội,Thanh Xuân,Khương Trung,EcoLife Plaza,Chung cư,Đang bán,85.1,3,3,Đông Nam,33,2022,Sổ hồng lâu dài,Cơ bản,6.47,76.1,13.5,Xe máy,Không,Có,Có,View nội khu yên tĩnh,2025-10-15,Dữ liệu tổng hợp mô phỏng
HN0322,Hà Nội,Hoàng Mai,Tân Mai,Gelexia Riverside,Chung cư,Cần bán gấp,76.0,2,2,Tây Bắc,10,2020,Sổ hồng lâu dài,Nội thất cao cấp,4.33,57.0,15.1,Không rõ,Có,Có,Không,Gần trung tâm thương mại,2026-01-23,Dữ liệu tổng hợp mô phỏng
HN0323,Hà Nội,Hoàng Mai,Vĩnh Hưng,Gamuda Gardens,Chung cư,Đang bán,92.3,3,2,Đông,34,2019,Sổ hồng lâu dài,Nội thất cao cấp,5.67,61.5,9.8,Ô tô + xe máy,Có,Có,Có,Gần tuyến metro,2026-01-16,Dữ liệu tổng hợp mô phỏng
HN0324,Hà Nội,Hoàng Mai,Hoàng Liệt,The Zen Residence,Chung cư,Chuyển nhượng,78.7,2,2,Tây Bắc,11,2012,Sổ hồng lâu dài,Full nội thất,3.94,50.0,10.8,Ô tô + xe máy,Không,Không,Không,Tầng trung đẹp,2025-10-16,Dữ liệu tổng hợp mô phỏng
HN0325,Hà Nội,Thanh Xuân,Khương Đình,Imperia Garden,Chung cư,Đang bán,75.6,2,2,Tây Bắc,23,2024,Sổ hồng lâu dài,Cơ bản,4.56,60.3,23.0,Xe máy,Có,Có,Có,Tầng trung đẹp,2025-10-31,Dữ liệu tổng hợp mô phỏng
HN0326,Hà Nội,Cầu Giấy,Dịch Vọng Hậu,Anland City,Chung cư,Chuyển nhượng,50.4,1,1,Tây Bắc,41,2016,Sổ hồng lâu dài,Cơ bản,3.62,71.8,21.9,Không rõ,Không,Có,Có,Gần trung tâm thương mại,2026-02-20,Dữ liệu tổng hợp mô phỏng
HN0327,Hà Nội,Bắc Từ Liêm,Đông Ngạc,D'. Riverside,Chung cư,Cho thuê mua,107.0,3,3,Đông Bắc,15,2018,Sổ hồng lâu dài,Nội thất cao cấp,5.5,51.4,12.2,Ô tô + xe máy,Có,Có,Có,View sông thoáng,2026-04-07,Dữ liệu tổng hợp mô phỏng
HN0328,Hà Nội,Hà Đông,Phú La,HPC Landmark 105,Chung cư,Đang bán,112.1,3,3,Tây Nam,41,2016,Sổ hồng 50 năm,Cơ bản,5.36,47.8,14.4,Xe máy,Không,Không,Có,View nội khu yên tĩnh,2026-04-08,Dữ liệu tổng hợp mô phỏng
HN0329,Hà Nội,Nam Từ Liêm,Phú Đô,Anland Pearl,Chung cư,Cần bán gấp,86.0,3,2,Đông Bắc,40,2014,Đang chờ sổ,Full nội thất,6.2,72.1,13.7,Ô tô + xe máy,Có,Có,Có,Gần trường quốc tế,2025-12-03,Dữ liệu tổng hợp mô phỏng
HN0330,Hà Nội,Hà Đông,Dương Nội,Seasons Avenue,Chung cư,Chuyển nhượng,91.8,3,3,Đông Nam,36,2017,Sổ hồng lâu dài,Nội thất cao cấp,4.0,43.5,18.0,Không rõ,Không,Có,Có,View nội khu yên tĩnh,2026-02-10,Dữ liệu tổng hợp mô phỏng
HN0331,Hà Nội,Cầu Giấy,Mai Dịch,IA20 Vista,Chung cư,Chuyển nhượng,84.9,2,2,Bắc,34,2012,Sổ hồng lâu dài,Full nội thất,7.48,88.2,21.0,Ô tô + xe máy,Có,Có,Có,Gần trường quốc tế,2025-11-30,Dữ liệu tổng hợp mô phỏng
HN0332,Hà Nội,Hoàng Mai,Đại Kim,New Horizon City,Chung cư,Cần bán gấp,72.1,2,2,Tây Bắc,29,2026,Sổ hồng lâu dài,Cơ bản,4.28,59.3,20.3,Ô tô + xe máy,Không,Không,Không,Gần trường quốc tế,2026-04-02,Dữ liệu tổng hợp mô phỏng
HN0333,Hà Nội,Hoàng Mai,Tân Mai,Sunshine Palace,Chung cư,Cần bán gấp,55.2,2,2,Tây Nam,5,2022,Sổ hồng 50 năm,Nội thất cao cấp,3.09,55.9,22.3,Ô tô + xe máy,Không,Không,Có,View nội khu yên tĩnh,2026-03-22,Dữ liệu tổng hợp mô phỏng
HN0334,Hà Nội,Ba Đình,Kim Mã,Vinhomes Metropolis,Chung cư,Chuyển nhượng,57.3,1,1,Đông Bắc,28,2013,Sổ hồng 50 năm,Full nội thất,5.68,99.2,13.4,Ô tô riêng,Không,Không,Không,Tầng trung đẹp,2026-03-07,Dữ liệu tổng hợp mô phỏng
HN0335,Hà Nội,Thanh Xuân,Thượng Đình,GoldSeason,Chung cư,Đang bán,66.6,2,2,Tây Bắc,20,2021,Sổ hồng lâu dài,Cơ bản,4.45,66.8,11.4,Xe máy,Có,Có,Không,Gần trung tâm thương mại,2025-10-26,Dữ liệu tổng hợp mô phỏng
HN0336,Hà Nội,Thanh Xuân,Thanh Xuân Trung,Royal City,Chung cư,Chuyển nhượng,47.4,1,1,Đông Nam,8,2026,Sổ hồng lâu dài,Full nội thất,3.94,83.1,15.7,Xe máy,Không,Không,Có,Gần tuyến metro,2025-12-22,Dữ liệu tổng hợp mô phỏng
HN0337,Hà Nội,Nam Từ Liêm,Trung Văn,The Matrix Plaza,Chung cư,Đang bán,48.1,1,1,Nam,10,2023,Sổ hồng lâu dài,Nội thất cao cấp,3.33,69.4,13.4,Xe máy,Không,Có,Có,Căn góc,2026-01-12,Dữ liệu tổng hợp mô phỏng
HN0338,Hà Nội,Ba Đình,Vĩnh Phúc,Grandeur Palace,Chung cư,Chuyển nhượng,75.2,2,2,Đông Nam,30,2020,Sổ hồng lâu dài,Cơ bản,6.58,87.5,19.8,Xe máy,Không,Có,Không,Tầng trung đẹp,2026-01-07,Dữ liệu tổng hợp mô phỏng
HN0339,Hà Nội,Ba Đình,Ngọc Khánh,The Nelson,Chung cư,Chuyển nhượng,40.2,1,1,Tây Bắc,4,2023,Sổ hồng lâu dài,Cơ bản,5.7,141.6,22.2,Ô tô + xe máy,Có,Có,Có,View nội khu yên tĩnh,2026-03-11,Dữ liệu tổng hợp mô phỏng
HN0340,Hà Nội,Hà Đông,Phú La,Seasons Avenue,Chung cư,Đang bán,47.0,1,1,Tây Bắc,18,2015,Sổ hồng lâu dài,Full nội thất,2.41,51.3,23.3,Ô tô + xe máy,Không,Có,Có,Gần tuyến metro,2026-01-25,Dữ liệu tổng hợp mô phỏng
HN0341,Hà Nội,Thanh Xuân,Thanh Xuân Trung,GoldSeason,Chung cư,Chuyển nhượng,120.7,3,3,Đông Nam,17,2023,Sổ hồng lâu dài,Full nội thất,6.92,57.4,19.7,Ô tô riêng,Có,Có,Có,Gần công viên,2025-10-13,Dữ liệu tổng hợp mô phỏng
HN0342,Hà Nội,Hai Bà Trưng,Quỳnh Lôi,The Matrix Grand,Chung cư,Đang bán,62.0,2,2,Bắc,17,2021,Sổ hồng lâu dài,Nội thất cao cấp,5.57,89.9,19.8,Ô tô + xe máy,Có,Không,Không,Ban công rộng,2025-12-10,Dữ liệu tổng hợp mô phỏng
HN0343,Hà Nội,Nam Từ Liêm,Mỹ Đình 1,Golden Park Residence,Chung cư,Cho thuê mua,85.8,3,2,Tây,13,2021,Sổ hồng 50 năm,Cơ bản,6.0,69.9,12.2,Xe máy,Không,Có,Có,Gần trường quốc tế,2026-02-24,Dữ liệu tổng hợp mô phỏng
HN0344,Hà Nội,Nam Từ Liêm,Mỹ Đình 1,Vinhomes Gardenia,Chung cư,Đang bán,58.6,2,2,Tây Bắc,17,2019,Sổ hồng lâu dài,Full nội thất,3.82,65.1,23.8,Ô tô + xe máy,Có,Có,Có,View sông thoáng,2025-10-11,Dữ liệu tổng hợp mô phỏng
HN0345,Hà Nội,Hà Đông,Mộ Lao,Masteri Plaza,Chung cư,Đang bán,198.2,4,2,Tây Bắc,38,2012,Sổ hồng lâu dài,Cơ bản,8.77,44.3,20.7,Ô tô riêng,Không,Không,Có,Ban công rộng,2026-01-14,Dữ liệu tổng hợp mô phỏng
HN0346,Hà Nội,Hà Đông,Mộ Lao,FLC Tower,Chung cư,Đang bán,79.3,2,2,Tây Bắc,24,2016,Sổ hồng lâu dài,Nhà thô,3.68,46.4,14.5,Xe máy,Có,Không,Có,Gần trung tâm thương mại,2026-03-05,Dữ liệu tổng hợp mô phỏng
HN0347,Hà Nội,Hà Đông,Kiến Hưng,HPC Landmark 105,Chung cư,Chuyển nhượng,96.3,3,2,Đông Nam,31,2014,Sổ hồng lâu dài,Cơ bản,5.05,52.4,15.2,Ô tô riêng,Không,Có,Có,Gần trường quốc tế,2025-11-13,Dữ liệu tổng hợp mô phỏng
HN0348,Hà Nội,Bắc Từ Liêm,Xuân Đỉnh,Anland Garden,Chung cư,Cần bán gấp,94.1,3,3,Đông,3,2025,HĐMB,Cơ bản,5.68,60.3,11.7,Ô tô + xe máy,Không,Có,Có,Đầy đủ tiện ích,2026-02-18,Dữ liệu tổng hợp mô phỏng
HN0349,Hà Nội,Thanh Xuân,Thượng Đình,Masteri Pearl,Chung cư,Chuyển nhượng,113.3,3,2,Đông,36,2020,Sổ hồng lâu dài,Nhà thô,6.67,58.9,10.9,Ô tô + xe máy,Không,Có,Có,Căn góc,2025-12-22,Dữ liệu tổng hợp mô phỏng
HN0350,Hà Nội,Tây Hồ,Phú Thượng,Heritage West Lake,Chung cư,Chuyển nhượng,65.6,2,2,Đông Nam,6,2024,Sổ hồng lâu dài,Nội thất cao cấp,6.75,102.8,22.5,Không rõ,Không,Không,Có,Gần tuyến metro,2025-11-08,Dữ liệu tổng hợp mô phỏng
HN0351,Hà Nội,Hai Bà Trưng,Vĩnh Tuy,Sunshine Heights,Chung cư,Đang bán,103.4,3,2,Tây,9,2017,HĐMB,Cơ bản,8.35,80.7,10.6,Ô tô + xe máy,Không,Có,Có,Gần trường quốc tế,2025-12-09,Dữ liệu tổng hợp mô phỏng
HN0352,Hà Nội,Nam Từ Liêm,Trung Văn,HD Mon City,Chung cư,Đang bán,71.8,2,2,Tây,28,2025,Sổ hồng 50 năm,Cơ bản,5.41,75.4,25.5,Ô tô riêng,Có,Có,Có,Gần trường quốc tế,2025-10-11,Dữ liệu tổng hợp mô phỏng
HN0353,Hà Nội,Hai Bà Trưng,Quỳnh Lôi,Vinhomes Riverside,Chung cư,Cần bán gấp,77.4,2,2,Nam,38,2017,Sổ hồng lâu dài,Cơ bản,5.94,76.7,13.2,Ô tô + xe máy,Có,Có,Có,Căn góc,2025-12-06,Dữ liệu tổng hợp mô phỏng
HN0354,Hà Nội,Long Biên,Phúc Đồng,MHDI Grand,Chung cư,Đang bán,55.9,1,1,Nam,21,2015,Sổ hồng lâu dài,Full nội thất,2.95,52.8,8.8,Ô tô + xe máy,Có,Có,Có,Đầy đủ tiện ích,2025-12-09,Dữ liệu tổng hợp mô phỏng
HN0355,Hà Nội,Long Biên,Thạch Bàn,Masteri Riverside,Chung cư,Cho thuê mua,77.9,2,2,Đông,31,2014,HĐMB,Cơ bản,3.91,50.2,12.2,Ô tô + xe máy,Không,Không,Không,Căn góc,2025-10-26,Dữ liệu tổng hợp mô phỏng
HN0356,Hà Nội,Hoàng Mai,Tân Mai,Gelexia Riverside,Chung cư,Chuyển nhượng,58.7,2,2,Bắc,38,2013,Sổ hồng lâu dài,Cơ bản,3.2,54.5,11.4,Ô tô + xe máy,Không,Có,Không,Gần trường quốc tế,2026-04-05,Dữ liệu tổng hợp mô phỏng
HN0357,Hà Nội,Tây Hồ,Bưởi,Sunshine Riverside,Chung cư,Đang bán,48.7,1,1,Nam,23,2018,Sổ hồng lâu dài,Full nội thất,5.87,120.5,17.5,Ô tô + xe máy,Có,Không,Có,Căn góc,2026-03-04,Dữ liệu tổng hợp mô phỏng
HN0358,Hà Nội,Nam Từ Liêm,Phú Đô,Vinhomes Gardenia,Chung cư,Đang bán,82.7,3,3,Tây Nam,14,2012,Sổ hồng lâu dài,Full nội thất,6.15,74.4,24.1,Ô tô + xe máy,Không,Không,Có,Gần trung tâm thương mại,2025-11-08,Dữ liệu tổng hợp mô phỏng
HN0359,Hà Nội,Hà Đông,Dương Nội,HPC Landmark 105,Chung cư,Cần bán gấp,47.3,1,1,Bắc,29,2013,Sổ hồng lâu dài,Nội thất cao cấp,2.16,45.7,20.2,Ô tô + xe máy,Không,Không,Có,Đầy đủ tiện ích,2025-12-16,Dữ liệu tổng hợp mô phỏng
HN0360,Hà Nội,Long Biên,Gia Thụy,Anland Grand,Chung cư,Cần bán gấp,84.6,2,2,Đông Nam,18,2020,Sổ hồng lâu dài,Full nội thất,4.73,56.0,22.6,Không rõ,Không,Có,Có,View nội khu yên tĩnh,2025-12-07,Dữ liệu tổng hợp mô phỏng
HN0361,Hà Nội,Tây Hồ,Bưởi,EcoLife City,Chung cư,Đang bán,204.2,4,2,Tây Bắc,40,2025,Sổ hồng lâu dài,Full nội thất,22.09,108.1,18.0,Ô tô + xe máy,Không,Có,Không,Ban công rộng,2025-10-17,Dữ liệu tổng hợp mô phỏng
HN0362,Hà Nội,Nam Từ Liêm,Mễ Trì,Vinhomes Smart City,Chung cư,Chuyển nhượng,68.8,2,2,Đông,41,2017,Sổ hồng lâu dài,Cơ bản,5.14,74.8,24.2,Xe máy,Không,Không,Có,Đầy đủ tiện ích,2025-11-23,Dữ liệu tổng hợp mô phỏng
HN0363,Hà Nội,Tây Hồ,Bưởi,Sun Grand City,Chung cư,Cần bán gấp,95.9,3,3,Đông Nam,41,2017,Sổ hồng lâu dài,Cơ bản,11.11,115.9,11.5,Ô tô + xe máy,Không,Không,Có,Ban công rộng,2026-02-19,Dữ liệu tổng hợp mô phỏng
HN0364,Hà Nội,Long Biên,Gia Thụy,EcoLife Pearl,Chung cư,Chuyển nhượng,69.8,2,2,Nam,26,2012,Sổ hồng lâu dài,Full nội thất,3.97,56.9,22.8,Ô tô + xe máy,Không,Có,Có,Gần tuyến metro,2026-02-19,Dữ liệu tổng hợp mô phỏng
HN0365,Hà Nội,Ba Đình,Ngọc Khánh,Grandeur Palace,Chung cư,Chuyển nhượng,85.7,3,2,Đông Nam,36,2023,Sổ hồng lâu dài,Full nội thất,12.67,147.8,18.1,Ô tô + xe máy,Không,Có,Không,View nội khu yên tĩnh,2026-01-17,Dữ liệu tổng hợp mô phỏng
HN0366,Hà Nội,Cầu Giấy,Nghĩa Đô,Indochina Plaza,Chung cư,Cần bán gấp,65.8,2,2,Bắc,5,2026,Sổ hồng lâu dài,Cơ bản,4.72,71.7,15.1,Ô tô + xe máy,Không,Không,Không,Gần trung tâm thương mại,2025-10-15,Dữ liệu tổng hợp mô phỏng
HN0367,Hà Nội,Cầu Giấy,Yên Hòa,Discovery Complex,Chung cư,Cần bán gấp,73.8,2,2,Tây,9,2012,Sổ hồng lâu dài,Cơ bản,5.44,73.7,14.0,Ô tô + xe máy,Có,Có,Có,View nội khu yên tĩnh,2026-01-14,Dữ liệu tổng hợp mô phỏng
HN0368,Hà Nội,Long Biên,Thạch Bàn,FLC Garden,Chung cư,Cần bán gấp,57.9,2,2,Tây,31,2021,Sổ hồng lâu dài,Nội thất cao cấp,3.32,57.3,20.5,Ô tô riêng,Có,Không,Có,Tầng trung đẹp,2025-10-31,Dữ liệu tổng hợp mô phỏng
HN0369,Hà Nội,Hai Bà Trưng,Bạch Mai,EcoLife Residence,Chung cư,Đang bán,66.4,2,2,Tây Bắc,9,2021,Sổ hồng lâu dài,Cơ bản,5.73,86.2,8.2,Ô tô + xe máy,Không,Không,Có,Ban công rộng,2025-10-25,Dữ liệu tổng hợp mô phỏng
HN0370,Hà Nội,Thanh Xuân,Thanh Xuân Trung,Royal City,Chung cư,Chuyển nhượng,58.1,2,2,Đông Bắc,41,2023,HĐMB,Full nội thất,3.76,64.8,15.6,Xe máy,Không,Có,Không,View nội khu yên tĩnh,2026-03-08,Dữ liệu tổng hợp mô phỏng
HN0371,Hà Nội,Nam Từ Liêm,Trung Văn,Masteri Park,Chung cư,Chuyển nhượng,86.6,3,3,Bắc,41,2017,HĐMB,Full nội thất,7.11,82.1,12.3,Ô tô riêng,Không,Có,Có,Gần trung tâm thương mại,2025-10-28,Dữ liệu tổng hợp mô phỏng
HN0372,Hà Nội,Hai Bà Trưng,Quỳnh Lôi,IA20 Plaza,Chung cư,Đang bán,64.9,2,2,Bắc,40,2021,Sổ hồng lâu dài,Cơ bản,5.81,89.5,22.2,Ô tô + xe máy,Có,Có,Có,Gần trung tâm thương mại,2025-12-11,Dữ liệu tổng hợp mô phỏng
HN0373,Hà Nội,Thanh Xuân,Khương Trung,GoldSeason,Chung cư,Đang bán,96.9,3,3,Bắc,14,2025,Sổ hồng lâu dài,Full nội thất,6.94,71.6,13.2,Ô tô + xe máy,Không,Không,Có,View nội khu yên tĩnh,2026-02-18,Dữ liệu tổng hợp mô phỏng
